Category ID	Category Name	Number	Name
638	Technic, Disk	2958pb023	Technic, Disk 3 x 3 with Fan Blade Black and White In-Motion Pattern (Sticker) - Set 8653
504	Motor, Non-Electric	motor6a	Pullback Motor 8 x 5 x 3 (Motor 6a)
115	Windscreen	57783	Windscreen 3 x 4 x 1 1/3 Large Glass Surface
18	Minifig, Utensil	60849	Minifig, Utensil Hose Nozzle Elaborate
160	Sticker	7942stk01	Sticker for Set 7942 - (58593/4500817)
160	Sticker	8100stk01	Sticker for Set 8100 - (58390/4499561)
39	Tile, Decorated	3069bpb078	Tile 1 x 2 with EXO-CODE XFxxxxxx Pattern
160	Sticker	8102stk01	Sticker for Set 8102 - (58392/4499564)
160	Sticker	8103stk01	Sticker for Set 8103 - (58391/4499562)
167	Duplo	x1316c02	Duplo Rattle Rocking Bottom with Yellow/Blue Wheels
167	Duplo	x1316c01	Duplo Rattle Rocking Bottom with Red/Blue Wheels
167	Duplo	x1727c01	Duplo Rattle Oblong with Red/Blue Wheels
738	Flag, Decorated	3596pb25	Flag on Flagpole, Straight with Denmark Pattern (Sticker)
738	Flag, Decorated	3596pb26	Flag on Flagpole, Straight with Finland Pattern (Sticker)
738	Flag, Decorated	3596pb27	Flag on Flagpole, Straight with Iceland Pattern (Sticker)
738	Flag, Decorated	3596pb28	Flag on Flagpole, Straight with Norway Pattern (Sticker)
738	Flag, Decorated	3596pb29	Flag on Flagpole, Straight with Sweden Pattern (Sticker)
142	Minifig, Body Wear	3840pb10	Minifig, Vest with Security and Badge Pattern (Stickers) - Set 7033
102	Scala	6966pb01	Scala Box 7 x 7 x 3 with 3 Sides with Vehicles Pattern (Stickers) - Set 3290
102	Scala	6684pb02	Scala Baby Crib Footboard 1 x 7 x 6 with Vehicles, Moon and Stars Pattern (Sticker) - Set 3290
102	Scala	33005pb03	Scala Chair - Baby Highchair with Elephant Pattern (Stickers) - Set 3290
102	Scala	33050pb01	Scala Baby Potty with Tortoise (Turtle) Pattern (Sticker) - Set 3290
643	Container, Decorated	33031pb03	Container, Box 3.5 x 3.5 x 1.3 with Hinged Lid with ABC and Teddy Bear Pattern (Sticker) - Set 3290
18	Minifig, Utensil	33009pb07	Minifig, Utensil Book 2 x 3 with House Pattern (Sticker)
441	Duplo, Train	4544pb04	Duplo, Train Steam Engine Cabin with Plaque and Number 7 Pattern
273	Bionicle	44813pb01	Bionicle Weapon Staff of Light Blade, Marbled Dark Red Pattern
242	Technic, Figure Accessory	57912c01	Technic Blade with Trans Clear Center (Sky Guardian)
22	Hinge	57906	Hinge Plate 1 x 12 with Angled Side Extensions and Tapered Ends
115	Windscreen	50747	Windscreen 6 x 6 x 3 Canopy Half Sphere with Dual 2 Fingers
138	Technic, Link	57518	Technic, Link Tread Wide with Two Pin Holes
43	Wheel	57520	Technic Tread Sprocket Wheel Small
74	Crane	57779	Crane Arm Outside, New Wide with Pin Hole at Mid-Point
642	Door, Decorated	73435c01pb02	Door 1 x 4 x 5 Right with Trans-Clear Glass and White Open Hours '9-12 / 14-17' Pattern (Sticker)
642	Door, Decorated	73436c01pb04	Door 1 x 4 x 5 Left with Trans-Clear Glass and Drink and Popsicle Pattern (Sticker) - Set 6683
643	Container, Decorated	x516pb01	Container, Trunk Bottom 4 x 6 x 2 1/3 with Padlock Pattern on Two Sides (Stickers) - Set 3635
160	Sticker	5481stk01	Sticker for Set 5481 - (56151/4293560)
160	Sticker	8272stk01	Sticker for Set 8272 - (58784/4501331)
579	Windscreen, Decorated	42602px02	Windscreen 8 x 6 x 4 Canopy with Hinge and Airliner Aft Blue/Orange Pattern
160	Sticker	1775stk01	Sticker for Set 1775 - (169705)
488	Duplo, Vehicle	44461	Duplo Cart Lid Round with 2 x 2 Studs and Hinge
488	Duplo, Vehicle	44460	Duplo Cart Cylinder with Hinge
488	Duplo, Vehicle	44403c02	Duplo Cart with Wheels and Yellow Cross Lift
118	Brick, Decorated	3008pb059	Brick 1 x 8 with Black '9' and '10' and Red Platform Arrows Pattern (Sticker) - Set 4708
118	Brick, Decorated	3003pb001	Brick 2 x 2 with Lego Logo Old Style Black Outline Pattern
741	Tail, Decorated	2340pb31L	Tail 4 x 1 x 3 with Airplane above Sun & Clouds Pattern on Left Side (Sticker) - Set 1818
741	Tail, Decorated	2340pb31R	Tail 4 x 1 x 3 with Airplane above Sun & Clouds Pattern on Right Side (Sticker) - Set 1818
741	Tail, Decorated	2340pb31B	Tail 4 x 1 x 3 with Airplane above Sun & Clouds Pattern on Both Sides (Stickers) - Set 1818
31	Slope	3037b	Slope 45 2 x 4 Smooth
273	Bionicle	55238	Bionicle Mask Large Vezok (Piraka Thok Style)
294	Primo	31000pb22	Primo Brick 1 x 1 with Lion Pattern and Monkey Pattern on Opposite Sides
294	Primo	31000pb23	Primo Brick 1 x 1 with Dog Pattern and Rabbit Pattern on Opposite Sides
19	Minifig, Weapon	55237a	Minifig, Weapon Bionicle Mini Weapon (Toa Kongu in 8894)
19	Minifig, Weapon	55237b	Minifig, Weapon Bionicle Mini Weapon (Toa Matoro in 8894)
19	Minifig, Weapon	55237c	Minifig, Weapon Bionicle Mini Weapon (Toa Nuparu in 8894)
19	Minifig, Weapon	55237d	Minifig, Weapon Bionicle Mini Weapon (Toa Hahli in 8894)
19	Minifig, Weapon	55237e	Minifig, Weapon Bionicle Mini Weapon (Toa Jaller in 8894)
19	Minifig, Weapon	55237f	Minifig, Weapon Bionicle Mini Weapon (Toa Hewkii in 8894)
19	Minifig, Weapon	55237g	Minifig, Weapon Bionicle Mini Weapon (Piraka Zaktan in 8894)
19	Minifig, Weapon	55237h	Minifig, Weapon Bionicle Mini Weapon (Piraka Avak in 8894)
19	Minifig, Weapon	55237i	Minifig, Weapon Bionicle Mini Weapon (Piraka Thok in 8894)
19	Minifig, Weapon	55237j	Minifig, Weapon Bionicle Mini Weapon (Piraka Reidak in 8894)
19	Minifig, Weapon	55237k	Minifig, Weapon Bionicle Mini Weapon (Piraka Hakann in 8894)
19	Minifig, Weapon	55237l	Minifig, Weapon Bionicle Mini Weapon (Piraka Vezok in 8894)
575	Clikits, Icon	clikits112pb01	Clikits Icon, Rectangle 3L with Hole, Silver 'Best' Pattern
575	Clikits, Icon	clikits112pb02	Clikits Icon, Rectangle 3L with Hole, Silver 'Friends' Pattern
575	Clikits, Icon	clikits087pb02	Clikits Icon, Rectangle 3L with Pin, Silver 'Best' Pattern
575	Clikits, Icon	clikits087pb03	Clikits Icon, Rectangle 3L with Pin, Silver 'Friends' Pattern
575	Clikits, Icon	clikits001pb10	Clikits Icon, Heart 2 x 2 Large with Pin, Silver Heart Cutout Pattern
575	Clikits, Icon	clikits107pb01	Clikits Icon, Flower 10 Petals 2 x 2 Large with Pin, Trans-Clear Center Cabochon
160	Sticker	8674stk01	Sticker for Set 8674 - (56406/4294702)
506	Duplo, Brick, Promotional	4066pb284	Duplo, Brick 1 x 2 x 2 with Kids' New Year's Eve 2007 Pattern
740	Technic, Panel, Decorated	44353pb01	Technic, Panel Fairing #23 Large Short, Small Hole, Side B with '8272', Snowflake and Technic Logo Pattern (Sticker) - Set 8272
740	Technic, Panel, Decorated	44352pb01	Technic, Panel Fairing #22 Large Short, Small Hole, Side A with '8272', Snowflake and Technic Logo Pattern (Sticker) - Set 8272
638	Technic, Disk	2958pb024	Technic, Disk 3 x 3 with Disk Brake Silver / Black Stylized Star Pattern (Sticker) - Set 8370
440	Duplo, Brick, Decorated	4198px14	Duplo, Brick 2 x 4 x 2 Rounded Ends with Hands Holding Ball Pattern
735	Electric, Wire & Connector	x1676	Electric, Converter Cable, Mindstorms NXT 35cm
2	Baseplate	10b	Baseplate 24 x 32 with Rounded Corners
441	Duplo, Train	51553px1	Duplo, Train Passenger Locomotive Front with Three Yellow Headlights Pattern
441	Duplo, Train	5135cx1	Duplo, Train Passenger Locomotive Base with Black Battery Compartment, Flat Silver Wheels
420	Duplo, Animal	eleph2c01pb03	Duplo Elephant Adult Stationary Head, Four Studs, Round Eye and Tusks Pattern
569	Large Figure Part	50624	Large Figure Sword, Danju - Series 2
167	Duplo	x1718c01	Duplo Rattle Circular with Yellow/Blue Wheels
33	Slope, Decorated	4515pb12	Slope 10 6 x 8 with Girders and LEGO TECHNIC Logo Pattern (Sticker) - Set 3403
28	Plate, Round	712old	Plate, Round Curved 4 x 8 Left with Waffle Bottom
28	Plate, Round	713old	Plate, Round Curved 4 x 8 Right with Waffle Bottom
18	Minifig, Utensil	194c03	Minifig, Utensil Hose Nozzle Simple with 72L Black String
33	Slope, Decorated	4515pb13	Slope 10 6 x 8 with Girders and Lego Soccer Logo Pattern (Sticker) - Set 3403
461	Panel, Decorated	30288pb05	Panel 3 x 6 x 6 Sloped with Window with '75' and Yellow Stripes Pattern (Sticker) - Set 6575
16	Minifig, Headgear	57900	Minifig, Headgear Helmet SW Imperial AT-ST Pilot
238	Minifig, Head	3626bpb071	Minifig, Head Glasses with Black Goggles, Gray Chin Strap Pattern (SW Imperial AT-ST Pilot)
150	Minifig, Torso	973pb159	Torso SW Wrinkly Jumpsuit with Black Belt and Silver Buckle Pattern
485	Minifig, Torso Assembly	973pb159c01	Torso SW Wrinkly Jumpsuit with Black Belt and Silver Buckle Pattern / Light Bluish Gray Arms / Black Hands
150	Minifig, Torso	973pb117r	Torso SW Armor Clone Trooper with Red Mark 'Shock Trooper' Pattern
485	Minifig, Torso Assembly	973pb117rc01	Torso SW Armor Clone Trooper with Red Mark 'Shock Trooper' Pattern / White Arms / Black Hands
16	Minifig, Headgear	bb83pb06	Minifig, Headgear Helmet SW Clone Trooper Ep.3 Pattern with Red Stripe / Red Mouth Markings
160	Sticker	5492stk01	Sticker for Set 5492 - (56151/4293560)
643	Container, Decorated	4346pb13	Container, Box 2 x 2 x 2 Door with Slot and Yellow Submarine on Blue Triangle Pattern (Sticker)
485	Minifig, Torso Assembly	973pb158c01	Torso Exo-Force Gold Body Armor with Four Stars and Sails Pattern / Dark Red Arms / Black Hands
150	Minifig, Torso	973pb158	Torso Exo-Force Gold Body Armor with Four Stars and Sails Pattern
150	Minifig, Torso	973pb157	Torso Exo-Force Gold Body Armor with Large Star and 'AT.10' Pattern
485	Minifig, Torso Assembly	973pb157c01	Torso Exo-Force Gold Body Armor with Large Star and 'AT.10' Pattern / Dark Green Arms / Black Hands
150	Minifig, Torso	973pb156	Torso Exo-Force Gold Body Armor with Wing Pattern
485	Minifig, Torso Assembly	973pb156c01	Torso Exo-Force Gold Body Armor with Wing Pattern / Dark Blue Arms / Black Hands
19	Minifig, Weapon	58247	Minifig, Weapon Gun, Blaster Short (SW)
19	Minifig, Weapon	57899	Minifig, Weapon Gun, Blaster Long (SW)
440	Duplo, Brick, Decorated	4066pb285	Duplo, Brick 1 x 2 x 2 with Laundry Pail with Clothes and Pink Scoop Pattern
167	Duplo	2230pb01c01	Duplo Door / Window Mailbox Raised with Train Ticket Pattern with Flap - Complete Assembly
102	Scala	33050pb02	Scala Baby Potty with Dragon (Dinosaur) Pattern (Sticker) - Set 3112
102	Scala	6874pb01	Scala Dresser without Top with Children's Drawings Pattern (Sticker) - Set 3112
102	Scala	6879pb01	Scala Cupboard Door 8 x 6 with Clown Pattern (Sticker) - Set 3112
18	Minifig, Utensil	33009pb08	Minifig, Utensil Book 2 x 3 with Baby Pattern (Stickers) - Scala Nursery
246	Paper	4120942	Paper, Scala Accessories 'Deco Magazine No. 7' with Cardboard Punch-outs (Set 3112)
294	Primo	pri019c01	Primo Animal Hedgehog on Wheels, Red Spines
413	Scala, Figure Accessory	x1374px1	Scala, Clothes Female Crop Top with White/Red Flower Pattern and Velcro Fastening
413	Scala, Figure Accessory	x1377	Scala, Clothes Female Pants Knit Leggings Knee Length
118	Brick, Decorated	2465pb03	Brick 1 x 16 with Res-Q Pattern (Sticker) - Set 6451
578	Wedge, Decorated	2399pb04	Wedge 3 x 4 without Stud Notches with 'XR3' Pattern on Both Sides (Stickers) - Set 1782
167	Duplo	2230pb01	Duplo Door / Window Mailbox Raised with Train Ticket Pattern
3	Boat	57915	Boat Hovercraft Skirt, Unitary
160	Sticker	7944stk01	Sticker for Set 7944 - (58580/4500709)
473	Sports	x442	Sports Net Soccer Goal, Flat
160	Sticker	939stk01	Sticker for Set 939 - Sheet 1, Flags for PT, BE, FR, JP, US, LEGO (004159)
160	Sticker	939stk02	Sticker for Set 939 - Sheet 2, Flags for DE, NL, UK, AT, CH, IT (004158)
122	Electric, Train	x871b	Electric, Train 4.5V Whistle Control Block 4 x 8 x 2 with Forward/Stop/Reverse Functions
128	Train, Track	x878cx2	Train, Track 4.5V Switch Point Left with Dark Gray Ties
273	Bionicle	53542	Bionicle Foot Toa Inika Clawed
413	Scala, Figure Accessory	x1375px1	Scala, Clothes Female Pants with Orange Stitching and Reflective Trim
606	Minifig, Head, Modified	x1817px1	Minifig, Head Modified Bionicle Piraka Avak with Eyes and Teeth Pattern
606	Minifig, Head, Modified	x1813px1	Minifig, Head Modified Bionicle Piraka Hakann with Eyes and Teeth Pattern
606	Minifig, Head, Modified	x1814px1	Minifig, Head Modified Bionicle Piraka Reidak with Eyes and Teeth Pattern
606	Minifig, Head, Modified	55240PB01	Minifig, Head Modified Bionicle Piraka Thok
606	Minifig, Head, Modified	x1818px1	Minifig, Head Modified Bionicle Piraka Vezok with Eyes and Teeth Pattern
606	Minifig, Head, Modified	x1816px1	Minifig, Head Modified Bionicle Piraka Zaktan with Eyes and Teeth Pattern
606	Minifig, Head, Modified	x1819px1	Minifig, Head Modified Bionicle Inika Toa Hahli with Lime Eyes Pattern
606	Minifig, Head, Modified	53596PB01	Minifig, Head Modified Bionicle Inika Toa Hewkii
606	Minifig, Head, Modified	53590pb01	Minifig, Head Modified Bionicle Inika Toa Jaller
606	Minifig, Head, Modified	x1823px1	Minifig, Head Modified Bionicle Inika Toa Kongu with Lime Eyes Pattern
606	Minifig, Head, Modified	54274PB01	Minifig, Head Modified Bionicle Inika Toa Matoro
606	Minifig, Head, Modified	x1822px1	Minifig, Head Modified Bionicle Inika Toa Nuparu
506	Duplo, Brick, Promotional	4066pb286	Duplo, Brick 1 x 2 x 2 with Holiday Block Party 2006 Pattern
118	Brick, Decorated	3008pb060	Brick 1 x 8 with Red 'SHELL' Text and 2 Red Shell Logos Pattern
273	Bionicle	54272	Bionicle Weapon Lava Chamber Gate Sword
569	Large Figure Part	54291	Large Figure Sword, Vladek, Lord - Series 3
569	Large Figure Part	50657pb02	Large Figure Shield, 2 x 4 Brick Relief, Vladek Scorpion with Black and Silver Pattern
569	Large Figure Part	50659c01pb02	Large Figure Torso with Vladek, Lord Pattern - Series 3 - Silver Scorpion Relief
162	Cloth	4288153	Cloth Cape, Lord Vladek Large Figure
134	Technic, Axle	55013	Technic, Axle 8 with Stop
36	Technic	57028c02	Technic Competition Arrow, Liftarm Shaft with Hollow Light Bluish Gray Rubber End
167	Duplo	x980pb01	Duplo Cloth Sleeping Bag with EMT Star of Life Pattern (3617)
167	Duplo	Duploclothbag	Duplo Cloth Bag with Arrow (lift / elevator between floors of Sets 3616, 3617)
98	Road Sign	649pb06a	Road Sign Triangle with Train Engine with Cab Window Pattern
98	Road Sign	649pb08a	Road Sign Triangle with Skidding Car Pattern (Old Car with Tire on Back)
98	Road Sign	80045a	Road Sign Round with No Parking Pattern (Diagonal Upward to Right)
160	Sticker	8134stk01	Sticker for Set 8134 - (57849/4496151)
31	Slope	3684b	Slope 75 2 x 2 x 3 - Smooth
160	Sticker	8143stk01	Sticker for Set 8143 - (57858/4496160)
506	Duplo, Brick, Promotional	4066pb221	Duplo, Brick 1 x 2 x 2 with Pirate Shores Pattern
18	Minifig, Utensil	3900pb03	Minifig, Utensil Signal Paddle with White Circle and Green Dot Pattern (Sticker)
167	Duplo	44598pb01	Duplo Stand 2 x 4 x 2 with Notch for Lever and Copper Gears Pattern
167	Duplo	44715	Duplo Counterweight 3 x 3 x 2 Round, Notched Rim, Off-Center Swirl and One Stud
118	Brick, Decorated	3245bpb03	Brick 1 x 2 x 2 with Inside Axle Holder with Black Triangle and Exclamation Mark Pattern (Sticker) - Set 7775
461	Panel, Decorated	4215bpb02	Panel 1 x 4 x 3 with Ocean Current Lines and Giant Octopus Pattern (Sticker) Aquaraiders II
578	Wedge, Decorated	41750pb03	Wedge 8 x 3 x 2 Open Left with Black and Yellow Danger Stripes Pattern (Sticker) - Set 7775
578	Wedge, Decorated	41749pb03	Wedge 8 x 3 x 2 Open Right with Black and Yellow Danger Stripes Pattern (Sticker) - Set 7775
93	Aircraft	42604pb03	Aircraft Fuselage Angular Top 6 x 8 x 4 with Yellow and Black Diagonal Stripes Pattern (Stickers) - Set 7775
579	Windscreen, Decorated	45705pb003	Windscreen 10 x 6 x 2 Curved with Black Chevrons and Hatch Pattern (Sticker) - Set 7774
579	Windscreen, Decorated	46413pb02	Windscreen 8 x 4 x 2 Curved with Dual 2 Fingers and Trident and Circled '21' Pattern (Sticker) - Set 7774
118	Brick, Decorated	3010pb079	Brick 1 x 4 with Black 'SUB 21' Pattern (Sticker) - Set 7774
775	Slope, Curved, Decorated	44675pb01	Slope, Curved 2 x 2 No Studs, 3 Side Ports Recessed with 'SUB 2' and Trident Pattern (Sticker) - Set 7774
535	Brick, Modified, Decorated	6081pb004	Brick, Modified 2 x 4 x 1 1/3 with Curved Top and 'WATERPROOF' with 6 Holes Pattern (Sticker) - Set 7774
83	Hinge, Decorated	44572pb002	Hinge Panel 2 x 4 x 3 1/3 Locking Dual 2 Fingers with 'DANGER' and Red Warning Triangle Pattern (Sticker) - Aquaraiders II
83	Hinge, Decorated	44572pb003	Hinge Panel 2 x 4 x 3 1/3 Locking Dual 2 Fingers with 'OPEN' and Red Warning Triangle Pattern (Sticker) - Aquaraiders II
160	Sticker	6111stk01	Sticker for Set 6111 - Sheet 1, Blue Renegade and Road Hero (56784/4297580)
160	Sticker	2909stk01	Sticker for Set 2909 - (22989/4141918)
118	Brick, Decorated	30144pb031	Brick 2 x 4 x 3 with Lego Logo Pattern Both Sides
133	Technic, Connector	6538c	Technic, Axle Connector (Smooth with x Hole + Orientation)
39	Tile, Decorated	3068apb05	Tile 2 x 2 with Geometric 4 Point Pattern (Sticker) - Set 261-4
735	Electric, Wire & Connector	766c190	Electric, Wire 12V / 4.5V with two 2-prong connectors, 190 Studs Long
39	Tile, Decorated	3068bpb107	Tile 2 x 2 with White Stylized 'LT' Racing Logo Pattern (Sticker) - Set 8440
585	Duplo, Figure Wear & Utensil	51727pb03	Duplo Wear Head Armor with Gold Face Shield and Gold Top and Gold Breastplate and Phoenix Pattern
585	Duplo, Figure Wear & Utensil	51727pb04	Duplo Wear Head Armor with Gold Face Shield and Black Top and Black Breastplate with White Points and Phoenix Pattern
167	Duplo	51725px3	Duplo Flag Wavy 2 x 5 with Phoenix Pattern
776	Slope, Inverted, Decorated	3660pb06	Slope, Inverted 45 2 x 2 with AT-ST Pattern, Fade Bar at Top
776	Slope, Inverted, Decorated	3660pb07	Slope, Inverted 45 2 x 2 with AT-ST Pattern, Fade Bar at Bottom
569	Large Figure Part	50658c01pb02	Large Figure Torso with Jayko, King Pattern - Series 3 - Silver Hawk Relief
2	Baseplate	bb40	Baseplate 40 x 40
487	Duplo, Plate	42236px2	Duplo, Plate 1 x 2 with Overhang with Dragon on Red and Yellow Shield Pattern
487	Duplo, Plate	42236px4	Duplo, Plate 1 x 2 with Overhang with Phoenix on Black Shield Pattern
585	Duplo, Figure Wear & Utensil	51711pb03	Duplo Utensil Shield, Angled Triangle with Phoenix Pattern
123	Electric, Light & Sound	x400c24	Electric, Fiber Optics Cable Wide 24L (Exo-Force)
8	Brick, Round	553a	Brick, Round 2 x 2 Dome Top - Blocked Open Stud without Bottom Axle Holder
118	Brick, Decorated	crssprt01pb06	Brick 1 x 8 without Bottom Tubes with Cross Side Supports with Red 'BRANDWEER' Bold Pattern
487	Duplo, Plate	42236px3	Duplo, Plate 1 x 2 with Overhang with Lion and Crown on Yellow and Blue Shield Pattern
524	Duplo, Toolo	31432c01pb01	Duplo, Toolo MyBot Engine Program Brick with Yellow Screwdriver Pattern
524	Duplo, Toolo	31433c01pb01	Duplo, Toolo MyBot Engine Program Brick with Yellow Airplane with Propellers Pattern
738	Flag, Decorated	777p01ridged	Flag on Flagpole, Wave with Germany Pattern, Ridged Flagpole
39	Tile, Decorated	6636pb008	Tile 1 x 6 with Dashboard Gauges Pattern (Sticker) - Set 8466
118	Brick, Decorated	3001oldpb09	Brick 2 x 4 with Shell Logo I Pattern on Both Ends (Stickers) - Set 673
118	Brick, Decorated	3002oldpb02	Brick 2 x 3 with Black '9' in White Circle Pattern (Sticker) - Set 673
39	Tile, Decorated	2431pb051	Tile 1 x 4 with '1-3-5' Gearbox Pattern (Sticker) - Set 8466
39	Tile, Decorated	2431pb052	Tile 1 x 4 with 'R-2-4' Gearbox Pattern (Sticker) - Set 8466
740	Technic, Panel, Decorated	32190pb01	Technic, Panel Fairing # 1 Large Short, Large Holes, Side A with Headlights Pattern (Sticker) - Set 8466
740	Technic, Panel, Decorated	32191pb01	Technic, Panel Fairing # 2 Large Short, Large Holes, Side B with Headlights Pattern (Sticker) - Set 8466
740	Technic, Panel, Decorated	32188pb01	Technic, Panel Fairing # 3 Large Long, Large Holes, Side A with '4 x 4' Pattern (Sticker) - Set 8466
740	Technic, Panel, Decorated	32189pb01	Technic, Panel Fairing # 4 Large Long, Large Holes, Side B with '4 x 4' Pattern (Sticker) - Set 8466
524	Duplo, Toolo	6666c01	Duplo, Toolo Arm 2 x 12 with Triangular Set Screw at Both Ends and in the Middle
440	Duplo, Brick, Decorated	4066pb287	Duplo, Brick 1 x 2 x 2 with Stones and Iron Bars Pattern
440	Duplo, Brick, Decorated	4066pb288	Duplo, Brick 1 x 2 x 2 with Nailed Crossed Wooden Boards Pattern
167	Duplo	46321c03	Duplo Winch Drum Narrow High with Dark Bluish Gray Rope and Black Winch Hook with Stud Case
160	Sticker	373.1stk01	Sticker for Set 373-1 - (3605)
273	Bionicle	57556	Bionicle Squid Ammo Launcher
273	Bionicle	57561	Bionicle Foot Barraki Pridak
273	Bionicle	57552pb01	Bionicle Head, Barraki Pridak, Marbled Red Pattern
273	Bionicle	57554	Bionicle Barraki Mandible
273	Bionicle	57567pb01	Bionicle Weapon Shark Tooth Blade with Marbled Red Tips Pattern
420	Duplo, Animal	31102pb03	Duplo Cat with Almond Eyes, Whiskers, Pink Nose, and Gray Spots Pattern
488	Duplo, Vehicle	4354c02	Duplo Car with 2 Studs on Roof, Dark Bluish Gray Base
118	Brick, Decorated	2454pb009	Brick 1 x 2 x 5 with 'World Unity FESTIVAL' Pattern (Sticker) - Set 1376
33	Slope, Decorated	4515pb14	Slope 10 6 x 8 with 'X' Island Xtreme Stunts Logo Pattern (Sticker) - Set 6737
33	Slope, Decorated	30363pb10L	Slope 18 4 x 2 with 'POLICE' Left of Line Pattern (Sticker) - Set 1376
33	Slope, Decorated	30363pb10R	Slope 18 4 x 2 with 'POLICE' Right of Line Pattern (Sticker) - Set 1376
461	Panel, Decorated	30413pb001L	Panel 1 x 4 x 1 with 'NYPD' and Badge Left Pattern (Sticker) - Set 1376
461	Panel, Decorated	30413pb001R	Panel 1 x 4 x 1 with 'NYPD' and Badge Right Pattern (Sticker) - Set 1376
643	Container, Decorated	4346pb06	Container, Box 2 x 2 x 2 Door with Slot and Keypad and Card Swipe Pattern (Sticker) - Set 1376
777	Technic, Liftarm, Decorated	32526pb01	Technic, Liftarm 3 x 5 L-Shape Thick with Shock Absorber Pattern (Sticker) - Set 8241
777	Technic, Liftarm, Decorated	32271pb01	Technic, Liftarm 1 x 9 Bent (7 - 3) Thick with '2', Arrows and Checkered Pattern (Sticker) - Set 8241
39	Tile, Decorated	2431pb053	Tile 1 x 4 with 'E. 40 ST' Pattern (Sticker) - Set 4850
461	Panel, Decorated	30413pb002L	Panel 1 x 4 x 1 with Blue 'POLICE' with World City Gold Police Badge on Left Pattern (Sticker)
167	Duplo	sleepbag09	Duplo Cloth Sleeping Bag with Pink Stripes Pattern
273	Bionicle	57555	Bionicle Squid, Rubber
582	Sticker Over Assembly	BA03pb03	Stickered Assembly 6 x 1 x 2 with 'GENERAL STORE' Pattern (Sticker) - Set 6765 - 2 Bricks 1 x 6
582	Sticker Over Assembly	BA03pb02	Stickered Assembly 6 x 1 x 2 with 'FORT LEGOREDO' Pattern (Sticker) - 2 Bricks 1 x 6
461	Panel, Decorated	30413pb002R	Panel 1 x 4 x 1 with Blue 'POLICE' with World City Gold Police Badge on Right Pattern (Sticker)
36	Technic	2856c03	Technic Turntable Large Type 1, Complete Assembly with Light Bluish Gray Top
740	Technic, Panel, Decorated	47712pb01	Technic, Panel Fairing #24 Small Short, Small Hole, Side B with 'vodafone' Pattern (Sticker) - Set 8386
740	Technic, Panel, Decorated	47713pb01	Technic, Panel Fairing #25 Small Short, Small Hole, Side A with 'vodafone' Pattern (Sticker) - Set 8386
777	Technic, Liftarm, Decorated	32278pb01	Technic, Liftarm 1 x 15 Thick with 'BRIDGESTONE' Pattern (Stickers) - Set 8386
777	Technic, Liftarm, Decorated	32278pb02	Technic, Liftarm 1 x 15 Thick with 'Shell' and Logo Pattern (Stickers) - Set 8386
39	Tile, Decorated	3068bpb104	Tile 2 x 2 with Ferrari Logo Pattern (Sticker) - Set 8386
740	Technic, Panel, Decorated	44350pb01	Technic, Panel Fairing #20 Large Long, Small Hole, Side A with Shell and Vodafone Logo Pattern (Sticker) - Set 8386
740	Technic, Panel, Decorated	44351pb01	Technic, Panel Fairing #21 Large Long, Small Hole, Side B with Shell and Vodafone Logo Pattern (Sticker) - Set 8386
740	Technic, Panel, Decorated	44353pb02	Technic, Panel Fairing #23 Large Short, Small Hole, Side B with 'vodafone' Pattern (Sticker) - Set 8386
740	Technic, Panel, Decorated	44352pb02	Technic, Panel Fairing #22 Large Short, Small Hole, Side A with 'vodafone' Pattern (Sticker) - Set 8386
36	Technic	41531pb01	Technic Cylinder 4 x 4 with Pin Holes and Center Bar with Red Chevrons Right Pattern (Sticker) - Set 7776
36	Technic	41531pb02	Technic Cylinder 4 x 4 with Pin Holes and Center Bar with Red Chevrons Left Pattern (Sticker) - Set 7776
160	Sticker	7776stk01	Sticker for Set 7776 - (59404/4504883)
578	Wedge, Decorated	41748pb20	Wedge 6 x 2 Left with 'FUEL' and Filler Cap Pattern (Sticker) - Set 7776
578	Wedge, Decorated	41747pb20	Wedge 6 x 2 Right with 'FUEL' and Filler Cap Pattern (Sticker) - Set 7776
643	Container, Decorated	4345pb01	Container, Box 2 x 2 x 2 with Yellow Trident (Aquaraiders II) Pattern on Both Sides (Stickers) - Set 7776
775	Slope, Curved, Decorated	50950pb001L	Slope, Curved 3 x 1 No Studs with 'DANGER' and Black Dots Left Pattern (Sticker) - Set 7776
775	Slope, Curved, Decorated	50950pb001R	Slope, Curved 3 x 1 No Studs with 'DANGER' and Black Dots Right Pattern (Sticker) - Set 7776
83	Hinge, Decorated	44572pb001	Hinge Panel 2 x 4 x 3 1/3 Locking Dual 2 Fingers with 'SUB 76' and 'OPEN' Pattern (Stickers) - Set 7776
643	Container, Decorated	4346pb14	Container, Box 2 x 2 x 2 Door with Slot and Keypad and '24' Pattern (Sticker) - Set 7776
777	Technic, Liftarm, Decorated	32009pb02	Technic, Liftarm 1 x 11.5 Double Bent Thick with Silver Stripe and V-8 Pattern (Sticker) - Set 8466
160	Sticker	7714stk01	Sticker for Set 7714 - (59040/4502426)
485	Minifig, Torso Assembly	973pb421c01	Torso Exo-Force Gold Panels with Black Edges with Violet Hoses Pattern / White Arms / Black Hands
150	Minifig, Torso	973pb421	Torso Exo-Force Gold Panels with Black Edges with Violet Hoses Pattern
